Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
3107,1,1,1,2,44,7,3,0,0,0,0,-1,2,1
3108,1,1,1,2,18,4,3,0,0,0,0,-1,3,1
3109,1,1,1,1,24,5,3,0,0,0,0,-1,1,1
3110,2,1,1,1,47,8,3,0,0,0,0,-1,1,-1
3111,1,1,1,1,26,6,3,0,0,0,0,-1,1,-1
3112,1,1,3,1,61,9,3,5,3,0,0,-1,0,-1
3113,1,1,3,1,20,4,3,4,9,0,0,-1,0,-1
3114,1,1,1,1,26,6,3,0,0,0,0,-1,2,1
3115,2,1,1,1,22,5,3,0,0,0,0,-1,9,1
3116,1,1,2,1,53,8,3,0,0,0,2,-1,11,-1
3117,2,1,1,1,29,6,3,0,0,0,0,-1,3,1
3118,1,1,1,1,23,5,3,0,0,0,0,-1,4,1
3119,1,1,3,1,63,9,3,1,1,0,0,-1,0,-1
3120,1,1,3,1,52,8,3,4,3,0,0,-1,0,-1
3121,1,1,3,1,46,8,2,10,9,0,0,-1,0,-1
3122,1,1,3,1,20,4,3,10,9,0,0,-1,0,-1
3123,1,1,1,1,64,9,3,0,0,0,0,-1,1,1
3124,1,1,1,1,25,5,3,0,0,0,0,-1,9,1
3125,1,1,1,1,47,8,3,0,0,0,0,-1,8,1
3126,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
3127,1,1,1,1,50,8,3,0,0,0,0,-1,1,1
3128,1,1,3,2,10,2,2,5,9,0,0,-1,0,1
3129,1,1,1,2,58,9,3,0,0,0,0,-1,9,1
3130,1,1,3,1,23,5,3,1,9,0,0,-1,0,1
3131,1,1,3,1,21,5,3,4,1,0,0,-1,0,-1
3132,1,1,3,1,46,8,3,5,1,0,0,-1,0,-1
3133,2,1,1,1,45,7,3,0,0,0,0,-1,9,1
3134,1,1,3,2,27,6,3,5,1,0,0,-1,0,-1
3135,1,1,3,1,8,2,3,5,1,0,0,-1,0,1
3136,2,1,1,1,27,6,3,0,0,0,0,-1,1,1
3137,1,1,1,1,26,6,3,0,0,0,0,-1,19,1
3138,1,1,1,1,56,9,3,0,0,0,0,-1,5,1
3139,1,1,2,2,73,10,3,0,0,0,3,-1,11,-1
3140,1,1,3,2,14,3,3,1,1,0,0,-1,0,-1
3141,1,1,1,1,26,6,3,0,0,0,0,-1,3,1
3142,1,1,2,2,44,7,3,0,0,0,1,-1,11,-1
3143,1,1,1,1,31,6,3,0,0,0,0,-1,3,1
3144,1,2,3,1,-1,-1,3,10,9,0,0,-1,0,-1
3145,1,1,1,1,46,8,3,0,0,0,0,-1,4,1
3146,1,1,3,1,17,4,3,5,1,0,0,-1,0,1
3147,2,1,1,1,36,7,3,0,0,0,0,-1,3,1
3148,1,1,1,2,20,4,3,0,0,0,0,-1,3,-1
3149,1,1,3,1,19,4,3,1,1,0,0,-1,0,-1
3150,1,1,2,1,80,11,2,0,0,0,1,-1,11,-1
3151,2,1,1,2,57,9,3,0,0,0,0,-1,1,1
3152,1,1,2,2,53,8,3,0,0,0,2,-1,11,-1
3153,1,1,3,2,85,11,3,10,9,0,0,-1,0,-1
3154,1,1,3,1,35,6,3,5,1,0,0,-1,0,1
3155,1,1,1,1,29,6,3,0,0,0,0,-1,5,1
3156,1,1,3,1,15,3,2,5,4,0,0,-1,0,1
3157,1,1,1,2,26,6,3,0,0,0,0,-1,9,1
3158,2,2,1,2,25,5,3,0,0,0,0,-1,9,1
3159,1,1,3,1,27,6,3,1,3,0,0,-1,0,1
3160,1,1,1,2,36,7,3,0,0,0,0,-1,9,1
3161,2,1,1,2,49,8,3,0,0,0,0,-1,1,1
3162,1,1,1,2,32,6,3,0,0,0,0,-1,9,1
3163,1,1,1,1,39,7,3,0,0,0,0,-1,1,1
3164,1,1,1,1,51,8,3,0,0,0,0,-1,9,1
3165,2,1,1,1,28,6,3,0,0,0,0,-1,5,1
3166,2,1,1,2,33,6,3,0,0,0,0,-1,2,1
3167,1,1,3,1,35,6,3,5,3,0,0,-1,0,-1
3168,1,1,2,1,29,6,3,0,0,1,0,-1,9,1
3169,1,1,1,1,-1,-1,3,0,0,0,0,-1,10,1
3170,1,2,2,1,30,6,3,0,0,0,0,-1,10,-1
3171,1,3,2,1,31,6,3,0,0,0,0,-1,10,-1
3172,1,4,2,1,31,6,3,0,0,0,0,-1,10,-1
3173,1,1,3,1,51,8,3,5,9,0,0,-1,0,1
3174,2,1,1,1,35,6,3,0,0,0,0,-1,5,1
3175,1,1,3,1,51,8,3,1,3,0,0,-1,0,1
3176,1,1,1,1,19,4,3,0,0,0,0,-1,9,1
3177,1,1,3,2,34,6,3,10,9,0,0,-1,0,1
3178,2,1,1,1,26,6,2,0,0,0,0,-1,1,-1
3179,1,1,1,1,54,8,3,0,0,0,0,-1,5,1
3180,2,1,1,1,25,5,3,0,0,0,0,-1,1,-1
3181,1,1,1,1,25,5,3,0,0,0,0,-1,1,1
3182,1,1,1,1,33,6,3,0,0,0,0,-1,3,1
3183,1,1,1,1,24,5,3,0,0,0,0,-1,1,1
3184,1,1,1,1,25,5,2,0,0,0,0,-1,3,1
3185,2,1,1,2,29,6,3,0,0,0,0,-1,1,1
3186,1,2,2,1,20,4,3,0,0,0,4,-1,11,-1
3187,2,1,1,2,53,8,3,0,0,0,0,-1,9,1
3188,1,1,3,1,59,9,3,5,9,0,0,-1,0,1
3189,1,1,3,1,37,7,3,9,6,0,0,-1,0,1
3190,1,1,3,2,34,6,2,10,9,0,0,-1,0,-1
3191,1,1,3,2,25,5,3,10,3,0,0,-1,0,1
3192,2,1,1,2,34,6,3,0,0,0,0,-1,1,-1
3193,2,1,1,1,57,9,3,0,0,0,0,-1,5,1
3194,2,1,1,1,36,7,3,0,0,0,0,-1,1,1
3195,1,1,1,2,39,7,3,0,0,0,0,-1,3,1
3196,1,1,1,1,35,6,3,0,0,0,0,-1,1,2
3197,1,1,1,1,14,3,3,0,0,0,0,-1,1,-1
3198,1,1,1,1,20,4,2,0,0,0,0,-1,5,1
3199,2,1,3,1,35,6,2,4,1,0,0,-1,0,1
3200,1,1,1,1,31,6,3,0,0,0,0,-1,4,1
3201,1,1,1,2,38,7,3,0,0,0,0,-1,9,1
3202,1,1,2,2,72,10,3,0,0,0,1,-1,11,1
3203,1,1,3,1,32,6,3,1,1,0,0,-1,0,-1
3204,2,1,1,1,40,7,3,0,0,0,0,-1,4,1
3205,2,1,1,1,30,6,3,0,0,0,0,-1,1,1
3206,2,1,1,2,29,6,3,0,0,0,0,-1,2,1
3207,1,1,1,1,30,6,3,0,0,0,0,-1,9,1
3208,3,1,1,1,23,5,3,0,0,0,0,-1,5,-1
3209,1,1,3,2,-1,-1,3,10,9,0,0,-1,0,-1
3210,1,1,1,1,57,9,3,0,0,0,0,-1,9,1
3211,1,1,1,1,48,8,3,0,0,0,0,-1,9,1
3212,1,1,1,1,37,7,3,0,0,0,0,-1,3,1
3213,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
3214,2,1,1,1,38,7,3,0,0,0,0,-1,9,1
3215,1,1,3,2,27,6,3,1,9,0,0,-1,0,-1
3216,2,1,1,1,40,7,3,0,0,0,0,-1,1,1
3217,1,1,2,2,43,7,3,0,0,1,0,-1,9,1
3218,1,1,1,1,44,7,3,0,0,0,0,-1,4,1
3219,1,1,2,1,4,1,3,0,0,0,4,-1,11,-1
3220,2,1,1,1,24,5,3,0,0,0,0,-1,1,-1
3221,1,1,1,1,25,5,3,0,0,0,0,-1,9,-1
3222,1,1,3,2,21,5,3,1,9,0,0,-1,0,1
3223,1,1,1,1,26,6,3,0,0,0,0,-1,1,1
3224,1,1,1,2,67,10,3,0,0,0,0,-1,9,1
3225,1,1,1,1,36,7,3,0,0,0,0,-1,5,-1
3226,1,1,3,1,63,9,3,10,9,0,0,-1,0,-1
3227,2,1,1,1,33,6,3,0,0,0,0,-1,1,1
3228,1,1,1,1,41,7,3,0,0,0,0,-1,5,1
3229,1,1,3,1,24,5,3,6,9,0,0,-1,0,1
3230,1,1,1,2,28,6,3,0,0,0,0,-1,5,1
3231,2,1,1,1,37,7,3,0,0,0,0,-1,5,1
3232,1,1,3,2,25,5,3,5,1,0,0,-1,0,-1
3233,1,1,1,1,29,6,3,0,0,0,0,-1,1,-1
3234,1,1,1,1,35,6,3,0,0,0,0,-1,1,1
3235,1,1,1,1,29,6,3,0,0,0,0,-1,5,1
3236,1,1,1,1,21,5,3,0,0,0,0,-1,3,-1
3237,1,1,1,1,28,6,3,0,0,0,0,-1,4,1
3238,1,1,3,1,27,6,3,4,1,0,0,-1,0,1
3239,1,1,2,1,64,9,2,0,0,0,4,-1,11,1
3240,1,2,2,2,62,9,3,0,0,0,4,-1,11,1
3241,1,1,3,1,11,3,3,10,3,0,0,-1,0,-1
3242,1,1,3,1,41,7,3,4,3,0,0,-1,0,1
3243,1,1,3,2,56,9,3,5,2,0,0,-1,0,2
3244,1,1,1,1,50,8,3,0,0,0,0,-1,1,1
3245,2,1,1,1,37,7,3,0,0,0,0,-1,1,1
3246,1,1,1,1,70,10,3,0,0,0,0,-1,3,1
3247,1,1,3,1,18,4,3,6,9,0,0,-1,0,1
3248,1,1,1,1,33,6,3,0,0,0,0,-1,3,1
3249,1,1,3,2,38,7,3,6,9,0,0,-1,0,1
3250,1,1,1,1,32,6,3,0,0,0,0,-1,4,1
3251,1,1,3,2,26,6,3,1,3,0,0,-1,0,1
3252,1,1,1,1,59,9,3,0,0,0,0,-1,1,1
3253,1,1,1,1,31,6,3,0,0,0,0,-1,5,1
3254,1,1,3,2,49,8,3,4,1,0,0,-1,0,1
3255,2,1,1,1,20,4,3,0,0,0,0,-1,1,1
3256,1,1,2,2,48,8,3,0,0,0,3,-1,11,-1
3257,1,1,2,1,32,6,3,0,0,0,4,-1,11,-1
3258,1,2,2,2,46,8,3,0,0,0,4,-1,11,1
3259,1,1,1,1,58,9,3,0,0,0,0,-1,1,1
3260,1,1,3,1,14,3,3,10,9,0,0,-1,0,1
3261,1,1,1,1,35,6,3,0,0,0,0,-1,5,1
3262,1,1,3,1,27,6,3,5,3,0,0,-1,0,-1
3263,1,1,3,2,15,3,3,5,1,0,0,-1,0,1
3264,1,1,3,1,79,11,3,10,3,0,0,-1,0,-1
3265,1,1,3,1,27,6,3,5,1,0,0,-1,0,-1
3266,1,1,3,2,28,6,2,5,3,0,0,-1,0,-1
3267,1,1,3,1,37,7,2,1,1,0,0,-1,0,-1
3268,1,1,3,1,28,6,3,5,2,0,0,-1,0,1
3269,1,1,3,2,22,5,3,5,1,0,0,-1,0,-1
3270,1,1,1,2,25,5,3,0,0,0,0,-1,9,1
3271,1,1,3,2,12,3,3,10,9,0,0,-1,0,1
3272,1,1,3,1,39,7,3,1,9,0,0,-1,0,-1
3273,2,1,1,1,30,6,3,0,0,0,0,-1,1,1
3274,2,1,1,1,15,3,3,0,0,0,0,-1,1,1
3275,1,1,3,2,24,5,3,9,8,0,0,-1,0,1
3276,2,1,1,1,33,6,3,0,0,0,0,-1,8,1
3277,1,1,3,1,7,2,3,5,1,0,0,-1,0,1
3278,1,1,3,1,12,3,3,9,9,0,0,-1,0,-1
3279,2,1,1,1,29,6,3,0,0,0,0,-1,1,1
3280,1,1,2,1,23,5,3,0,0,1,0,-1,9,1
3281,1,2,1,1,22,5,2,0,0,0,0,-1,9,1
3282,1,1,1,1,38,7,3,0,0,0,0,-1,2,1
3283,1,1,1,1,44,7,3,0,0,0,0,-1,4,1
3284,1,2,3,1,-1,-1,3,4,1,0,0,-1,0,1
3285,1,1,1,1,52,8,3,0,0,0,0,-1,9,1
3286,1,1,1,1,40,7,3,0,0,0,0,-1,1,1
3287,1,1,1,1,29,6,3,0,0,0,0,-1,5,1
3288,1,1,3,1,12,3,3,4,1,0,0,-1,0,1
3289,1,1,1,1,-1,-1,3,0,0,0,0,-1,1,1
3290,1,1,3,1,43,7,3,5,1,0,0,-1,0,1
3291,2,1,1,1,31,6,3,0,0,0,0,-1,9,2
3292,1,1,2,1,-1,-1,3,0,0,1,0,-1,9,-1
3293,2,1,1,1,35,6,3,0,0,0,0,-1,3,1
3294,1,1,3,1,49,8,3,9,9,0,0,-1,0,1
3295,1,1,2,2,33,6,3,0,0,0,4,-1,11,1
3296,1,1,2,1,27,6,2,0,0,0,3,-1,11,1
3297,1,1,3,2,51,8,3,4,1,0,0,-1,0,1
3298,1,1,3,1,40,7,3,10,9,0,0,-1,0,1
3299,1,1,3,1,29,6,3,5,3,0,0,-1,0,-1
3300,1,1,3,1,26,6,3,4,3,0,0,-1,0,1
3301,2,1,1,2,44,7,3,0,0,0,0,-1,9,1
3302,1,1,1,2,54,8,3,0,0,0,0,-1,9,1
3303,1,1,2,2,24,5,3,0,0,2,0,-1,9,1
3304,1,1,3,1,20,4,3,5,1,0,0,-1,0,1
3305,1,1,1,2,42,7,3,0,0,0,0,-1,9,1
3306,2,1,1,1,18,4,3,0,0,0,0,-1,3,1
3307,2,2,3,2,39,7,3,6,9,0,0,-1,0,1
3308,1,1,1,2,30,6,3,0,0,0,0,-1,9,1
3309,1,1,1,1,31,6,2,0,0,0,0,-1,1,1
3310,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
3311,1,1,1,1,43,7,3,0,0,0,0,-1,9,-1
3312,1,1,1,1,24,5,3,0,0,0,0,-1,3,1
3313,1,1,2,2,23,5,3,0,0,0,4,-1,11,1
3314,1,1,2,2,55,8,3,0,0,0,4,-1,11,1
3315,1,1,3,1,53,8,3,4,3,0,0,-1,0,-1
3316,1,1,3,2,40,7,3,6,9,0,0,-1,0,-1
3317,1,1,2,2,22,5,3,0,0,0,4,-1,11,1
3318,1,2,2,1,56,9,3,0,0,0,3,-1,11,1
3319,2,1,3,1,40,7,2,6,9,0,0,-1,0,-1
3320,2,1,1,2,31,6,3,0,0,0,0,-1,1,1
3321,1,1,1,1,17,4,3,0,0,0,0,-1,2,1
3322,1,1,1,2,19,4,3,0,0,0,0,-1,3,1
3323,1,1,1,1,22,5,3,0,0,0,0,-1,2,1
3324,2,1,1,1,37,7,3,0,0,0,0,-1,1,1
3325,2,1,1,1,30,6,3,0,0,0,0,-1,9,-1
3326,1,1,3,2,30,6,3,10,9,0,0,-1,0,1
3327,2,1,1,2,37,7,3,0,0,0,0,-1,1,1
3328,1,1,1,2,27,6,3,0,0,0,0,-1,9,1
3329,2,1,1,1,14,3,3,0,0,0,0,-1,1,-1
3330,1,1,3,1,31,6,2,4,1,0,0,-1,0,1
3331,2,1,1,1,18,4,2,0,0,0,0,-1,3,1
3332,1,1,1,1,34,6,3,0,0,0,0,-1,3,1
3333,1,1,1,2,39,7,3,0,0,0,0,-1,4,1
3334,1,1,1,1,36,7,3,0,0,0,0,-1,1,1
3335,1,1,1,1,26,6,3,0,0,0,0,-1,5,1
3336,2,1,2,1,17,4,3,0,0,2,0,-1,9,3
3337,1,1,1,2,22,5,3,0,0,0,0,-1,9,1
3338,1,1,3,1,23,5,3,5,1,0,0,-1,0,1
3339,2,1,1,1,31,6,3,0,0,0,0,-1,5,1
3340,2,2,2,2,27,6,2,0,0,0,0,-1,5,1
3341,2,1,1,2,30,6,3,0,0,0,0,-1,1,-1
3342,1,1,1,2,34,6,3,0,0,0,0,-1,3,1
3343,1,1,1,1,34,6,2,0,0,0,0,-1,1,1
3344,1,1,1,1,24,5,3,0,0,0,0,-1,1,1
3345,1,1,3,1,49,8,3,1,1,0,0,-1,0,-1
3346,1,1,2,1,39,7,3,0,0,1,0,-1,9,1
3347,1,2,1,1,41,7,3,0,0,0,0,-1,9,1
3348,1,1,2,2,24,5,3,0,0,0,3,-1,11,1
3349,1,1,1,2,25,5,3,0,0,0,0,-1,9,1
3350,1,1,1,1,20,4,3,0,0,0,0,-1,5,1
3351,2,1,1,2,34,6,3,0,0,0,0,-1,1,1
3352,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
3353,1,1,1,2,34,6,3,0,0,0,0,-1,9,1
3354,2,1,1,1,38,7,3,0,0,0,0,-1,9,1
3355,1,1,3,1,68,10,3,5,1,0,0,-1,0,-1
3356,1,1,1,1,28,6,3,0,0,0,0,-1,9,1
3357,2,1,2,1,41,7,3,0,0,0,3,-1,11,1
3358,1,1,2,2,22,5,3,0,0,1,0,-1,9,-1
3359,1,1,1,1,-1,-1,3,0,0,0,0,-1,5,1
3360,1,2,2,2,-1,-1,3,0,0,0,0,-1,5,1
3361,2,1,1,2,64,9,3,0,0,0,0,-1,9,1
3362,1,1,1,1,18,4,3,0,0,0,0,-1,9,1
3363,1,1,1,1,20,4,3,0,0,0,0,-1,3,1
3364,1,1,3,1,66,10,3,6,9,0,0,-1,0,-1
3365,2,1,1,2,28,6,3,0,0,0,0,-1,4,1
3366,2,1,1,2,25,5,3,0,0,0,0,-1,9,1
3367,1,1,2,2,24,5,3,0,0,2,0,-1,8,-1
3368,1,1,1,1,31,6,3,0,0,0,0,-1,9,1
3369,2,2,1,1,35,6,3,0,0,0,0,-1,9,1
3370,2,1,2,2,61,9,3,0,0,1,0,-1,9,1
3371,2,1,1,1,30,6,3,0,0,0,0,-1,9,1
3372,2,2,2,2,26,6,3,0,0,1,0,-1,9,-1
3373,2,1,1,1,29,6,3,0,0,0,0,-1,1,1
3374,1,1,1,1,25,5,3,0,0,0,0,-1,1,1
3375,2,1,1,1,17,4,3,0,0,0,0,-1,1,1
3376,1,1,3,1,75,10,3,5,1,0,0,-1,0,1
3377,1,1,3,1,40,7,3,5,3,0,0,-1,0,-1
3378,1,1,3,1,54,8,3,9,9,0,0,-1,0,1
3379,1,1,3,2,68,10,3,1,1,0,0,-1,0,-1
3380,1,1,3,1,40,7,3,5,1,0,0,-1,0,1
3381,1,1,3,1,6,2,2,10,9,0,0,-1,0,1
3382,1,1,1,1,27,6,3,0,0,0,0,-1,5,1
3383,1,1,1,1,41,7,3,0,0,0,0,-1,1,1
3384,1,1,3,1,46,8,3,1,9,0,0,-1,0,-1
3385,1,1,1,1,40,7,3,0,0,0,0,-1,1,1
3386,1,1,1,1,24,5,3,0,0,0,0,-1,3,1
3387,1,1,3,2,29,6,2,1,3,0,0,-1,0,1
3388,2,1,1,2,28,6,3,0,0,0,0,-1,1,1
3389,2,1,1,1,25,5,3,0,0,0,0,-1,1,1
3390,2,1,1,2,29,6,3,0,0,0,0,-1,1,1
3391,1,1,1,1,46,8,3,0,0,0,0,-1,5,1
3392,2,1,1,1,15,3,3,0,0,0,0,-1,1,1
3393,1,1,3,1,44,7,3,1,1,0,0,-1,0,-1
3394,1,1,2,2,83,11,3,0,0,0,3,-1,11,1
3395,1,1,3,2,11,3,3,1,4,0,0,-1,0,1
3396,1,1,3,1,25,5,3,1,1,0,0,-1,0,1
3397,2,1,1,1,33,6,2,0,0,0,0,-1,5,1
3398,1,1,1,2,29,6,3,0,0,0,0,-1,9,-1
3399,1,2,2,2,24,5,3,0,0,1,0,-1,9,-1
3400,2,3,1,1,35,6,2,0,0,0,0,-1,9,-1
3401,1,1,3,1,30,6,2,4,1,0,0,-1,0,1
3402,1,1,3,1,38,7,3,5,3,0,0,-1,0,1
3403,1,1,3,2,14,3,3,5,2,0,0,-1,0,1
3404,1,1,1,1,37,7,3,0,0,0,0,-1,5,1
3405,2,1,1,1,30,6,3,0,0,0,0,-1,1,-1
3406,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
3407,1,1,2,1,-1,-1,3,0,0,0,3,-1,11,1
3408,1,1,2,2,52,8,3,0,0,1,0,-1,9,1
3409,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
3410,1,1,2,2,24,5,3,0,0,0,2,-1,11,1
3411,1,1,2,1,57,9,3,0,0,0,4,-1,11,-1
3412,1,1,1,1,30,6,3,0,0,0,0,-1,9,1
3413,1,1,3,1,24,5,3,5,3,0,0,-1,0,1
3414,1,1,3,1,60,9,3,4,4,0,0,-1,0,-1
3415,1,1,2,2,54,8,3,0,0,0,3,-1,11,1
3416,1,1,2,2,-1,-1,3,0,0,0,4,-1,11,-1
3417,1,1,3,1,56,9,3,5,1,0,0,-1,0,1
3418,2,1,1,1,42,7,3,0,0,0,0,-1,1,1
3419,2,1,1,2,26,6,3,0,0,0,0,-1,1,1
3420,1,1,1,1,31,6,3,0,0,0,0,-1,1,1
3421,1,1,2,2,30,6,3,0,0,0,3,-1,11,1
3422,1,1,1,1,31,6,3,0,0,0,0,-1,5,1
3423,1,1,1,2,58,9,2,0,0,0,0,-1,1,1
3424,1,1,1,1,50,8,3,0,0,0,0,-1,5,1
3425,1,1,1,1,48,8,3,0,0,0,0,-1,1,1
3426,1,1,3,2,27,6,3,5,3,0,0,-1,0,-1
3427,1,1,1,1,51,8,3,0,0,0,0,-1,11,1
3428,1,1,1,1,-1,-1,3,0,0,0,0,-1,9,1
3429,1,1,1,1,59,9,3,0,0,0,0,-1,8,-1
3430,2,1,1,1,40,7,3,0,0,0,0,-1,1,1
3431,1,1,3,2,21,5,3,5,1,0,0,-1,0,1
3432,1,1,1,2,41,7,3,0,0,0,0,-1,9,1
3433,2,1,1,1,58,9,3,0,0,0,0,-1,9,1
3434,2,1,1,1,26,6,2,0,0,0,0,-1,5,-1
3435,2,1,1,1,39,7,3,0,0,0,0,-1,1,-1
3436,3,2,1,1,39,7,3,0,0,0,0,-1,1,1
3437,1,1,1,1,26,6,3,0,0,0,0,-1,4,1
3438,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
3439,1,1,1,1,31,6,3,0,0,0,0,-1,9,1
3440,1,1,1,1,45,7,3,0,0,0,0,-1,9,-1
3441,1,2,2,2,-1,-1,3,0,0,1,0,-1,9,-1
3442,1,1,1,1,27,6,3,0,0,0,0,-1,1,1
3443,1,1,1,1,34,6,3,0,0,0,0,-1,2,1
3444,1,1,3,2,40,7,3,9,5,0,0,-1,0,1
3445,1,1,2,2,67,10,3,0,0,0,3,-1,11,1
3446,1,1,3,1,41,7,3,4,1,0,0,-1,0,1
3447,1,1,3,1,10,2,3,5,2,0,0,-1,0,1
3448,2,1,1,1,14,3,3,0,0,0,0,-1,1,1
3449,1,1,1,1,55,8,3,0,0,0,0,-1,9,-1
3450,1,2,3,2,34,6,3,7,9,0,0,-1,0,1
3451,1,1,3,1,80,11,3,4,1,0,0,-1,0,-1
3452,1,1,1,1,41,7,3,0,0,0,0,-1,1,1
3453,2,1,1,1,40,7,3,0,0,0,0,-1,1,1
3454,1,1,3,1,20,4,3,1,1,0,0,-1,0,1
3455,2,1,1,1,28,6,3,0,0,0,0,-1,4,1
3456,1,1,1,1,57,9,3,0,0,0,0,-1,9,1
3457,2,2,1,1,20,4,3,0,0,0,0,-1,9,1
3458,2,3,2,2,-1,-1,3,0,0,1,0,-1,9,-1
3459,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
3460,1,1,2,2,1,1,3,0,0,1,0,-1,9,1
3461,2,1,1,1,36,7,3,0,0,0,0,-1,1,1
3462,2,1,1,1,32,6,3,0,0,0,0,-1,3,-1
3463,2,1,1,2,39,7,3,0,0,0,0,-1,9,-1
3464,2,1,1,1,16,4,3,0,0,0,0,-1,2,1
3465,3,1,2,2,32,6,3,0,0,1,0,-1,9,-1
3466,1,1,1,1,35,6,3,0,0,0,0,-1,3,1
3467,2,1,1,1,33,6,3,0,0,0,0,-1,1,1
3468,1,1,1,2,46,8,3,0,0,0,0,-1,1,1
3469,1,1,1,1,41,7,3,0,0,0,0,-1,5,1
3470,2,1,1,2,23,5,3,0,0,0,0,-1,9,1
3471,1,1,2,1,-1,-1,3,0,0,2,0,-1,9,-1
3472,1,1,1,1,25,5,3,0,0,0,0,-1,9,1
3473,1,1,3,1,30,6,3,9,9,0,0,-1,0,-1
3474,1,1,2,1,24,5,3,0,0,0,2,-1,11,-1
3475,3,1,1,1,49,8,3,0,0,0,0,-1,9,1
3476,1,1,2,2,23,5,3,0,0,1,0,-1,9,1
3477,1,1,1,1,37,7,2,0,0,0,0,-1,9,1
3478,1,1,1,1,45,7,3,0,0,0,0,-1,3,1
3479,1,1,3,1,31,6,3,1,3,0,0,-1,0,-1
3480,1,1,1,1,50,8,3,0,0,0,0,-1,9,-1
3481,1,2,2,1,26,6,3,0,0,2,0,-1,9,1
3482,2,1,1,1,29,6,3,0,0,0,0,-1,1,-1
3483,2,1,2,1,-1,-1,3,0,0,1,0,-1,9,-1
3484,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
3485,2,1,1,1,34,6,3,0,0,0,0,-1,2,-1
3486,1,1,1,1,46,8,3,0,0,0,0,-1,19,1
3487,1,1,1,1,36,7,3,0,0,0,0,-1,9,-1
3488,2,1,2,2,27,6,3,0,0,0,0,-1,19,1
3489,1,1,3,1,17,4,3,10,9,0,0,-1,0,1
3490,2,1,1,1,11,3,2,0,0,0,0,-1,1,-1
3491,2,1,1,1,35,6,3,0,0,0,0,-1,1,1
3492,1,1,3,1,14,3,3,10,9,0,0,-1,0,1
3493,1,1,3,1,14,3,2,5,9,0,0,-1,0,-1
3494,2,1,1,2,-1,-1,3,0,0,0,0,-1,1,-1
3495,1,1,3,2,23,5,3,1,9,0,0,-1,0,1
3496,1,1,3,1,25,5,3,4,1,0,0,-1,0,1
3497,1,1,1,1,23,5,3,0,0,0,0,-1,4,1
3498,2,1,1,1,26,6,3,0,0,0,0,-1,4,1
3499,2,1,1,1,-1,-1,3,0,0,0,0,-1,1,-1
3500,1,1,1,1,73,10,3,0,0,0,0,-1,1,1
3501,1,1,1,1,33,6,3,0,0,0,0,-1,1,1
3502,1,1,1,1,27,6,3,0,0,0,0,-1,9,-1
3503,1,1,3,1,20,4,3,1,2,0,0,-1,0,-1
3504,1,1,2,2,11,3,3,0,0,0,4,-1,11,1
3505,1,2,2,2,8,2,3,0,0,0,4,-1,11,1
3506,2,1,1,1,50,8,3,0,0,0,0,-1,1,-1
3507,1,1,2,2,54,8,3,0,0,0,0,-1,21,1
3508,1,1,1,1,41,7,3,0,0,0,0,-1,3,-1
3509,1,1,1,1,41,7,3,0,0,0,0,-1,1,-1
3510,1,1,1,1,30,6,3,0,0,0,0,-1,1,1
3511,1,1,1,2,28,6,3,0,0,0,0,-1,9,-1
3512,2,1,1,2,33,6,3,0,0,0,0,-1,9,1
3513,1,1,2,2,60,9,3,0,0,0,3,-1,11,1
3514,1,1,1,1,49,8,3,0,0,0,0,-1,5,1
3515,1,1,1,1,32,6,3,0,0,0,0,-1,3,1
3516,2,1,1,1,46,8,3,0,0,0,0,-1,5,1
3517,2,1,1,1,29,6,3,0,0,0,0,-1,1,1
3518,1,1,1,1,64,9,2,0,0,0,0,-1,21,1
3519,1,1,1,1,31,6,2,0,0,0,0,-1,4,-1
3520,1,1,1,2,20,4,3,0,0,0,0,-1,3,1
3521,1,1,1,2,35,6,3,0,0,0,0,-1,3,1
3522,1,1,3,2,35,6,3,10,3,0,0,-1,0,-1
3523,1,1,1,1,30,6,3,0,0,0,0,-1,2,1
3524,2,1,1,1,32,6,3,0,0,0,0,-1,1,1
3525,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
3526,1,1,1,1,39,7,3,0,0,0,0,-1,8,1
3527,1,1,1,2,29,6,3,0,0,0,0,-1,9,1
3528,1,1,2,2,88,11,2,0,0,0,1,-1,11,1
3529,1,1,1,1,35,6,3,0,0,0,0,-1,5,-1
3530,1,1,1,1,41,7,3,0,0,0,0,-1,5,1
3531,1,1,1,1,43,7,2,0,0,0,0,-1,5,3
3532,1,1,1,1,53,8,3,0,0,0,0,-1,9,-1
3533,2,2,1,1,26,6,3,0,0,0,0,-1,9,-1
